totalPitchingCount,B,S,O,b1,b2,b3,pitcher,pitcherHand,batter,batterHand,pitchType,speed,ballX,ballY,y,inning_number,inning_tb,batter_isPitcher,ballWidthLabel,ballHeightLabel,pitch_category,bottomTeam,topTeam,place,minute,hour,day,month,year,day_of_week,day_of_year,pitcher_order,batter_order
1,0,0,1,False,False,False,田嶋 大樹,1,鈴木 大地,1,カーブ,109.0,14,6,0,2,0,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,5
2,0,1,1,False,False,False,田嶋 大樹,1,鈴木 大地,1,ストレート,138.0,5,8,0,2,0,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,1,5
3,1,1,1,False,False,False,田嶋 大樹,1,鈴木 大地,1,ストレート,135.0,5,4,0,2,0,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,5
1,0,0,2,False,False,False,田嶋 大樹,1,ロメロ,0,ストレート,130.0,21,0,0,2,0,0,1,2,0,6,9,6,0,14,20,6,2020,5,172,1,6
2,1,0,2,False,False,False,田嶋 大樹,1,ロメロ,0,シュート,134.0,7,8,0,2,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,6
3,1,1,2,False,False,False,田嶋 大樹,1,ロメロ,0,ストレート,140.0,12,10,0,2,0,0,2,0,0,6,9,6,0,14,20,6,2020,5,172,1,6
4,2,1,2,False,False,False,田嶋 大樹,1,ロメロ,0,ストレート,139.0,14,7,1,2,0,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,1,6
1,0,0,2,False,True,False,田嶋 大樹,1,銀次,1,スライダー,120.0,12,0,0,2,0,0,2,2,1,6,9,6,0,14,20,6,2020,5,172,1,7
2,1,0,2,False,True,False,田嶋 大樹,1,銀次,1,スライダー,122.0,21,6,0,2,0,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,7
3,2,0,2,False,True,False,田嶋 大樹,1,銀次,1,チェンジアップ,131.0,11,6,0,2,0,0,2,1,2,6,9,6,0,14,20,6,2020,5,172,1,7
1,0,0,0,False,False,False,松井 裕樹,1,大城 滉二,0,スライダー,133.0,16,10,0,2,1,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,1,6
2,1,0,0,False,False,False,松井 裕樹,1,大城 滉二,0,ストレート,143.0,11,10,0,2,1,0,2,0,0,6,9,6,0,14,20,6,2020,5,172,1,6
3,2,0,0,False,False,False,松井 裕樹,1,大城 滉二,0,ストレート,141.0,11,6,0,2,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,6
4,2,1,0,False,False,False,松井 裕樹,1,大城 滉二,0,カーブ,119.0,17,9,0,2,1,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,1,6
5,2,2,0,False,False,False,松井 裕樹,1,大城 滉二,0,チェンジアップ,131.0,7,8,0,2,1,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,1,6
6,2,2,0,False,False,False,松井 裕樹,1,大城 滉二,0,スライダー,134.0,4,0,0,2,1,0,3,2,1,6,9,6,0,14,20,6,2020,5,172,1,6
7,3,2,0,False,False,False,松井 裕樹,1,大城 滉二,0,ストレート,141.0,3,0,0,2,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,6
1,0,0,0,True,False,False,松井 裕樹,1,若月 健矢,0,ストレート,138.0,4,1,0,2,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,7
1,0,0,1,False,True,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,140.0,21,6,0,2,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,8
2,1,0,1,False,True,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,144.0,10,3,0,2,1,0,2,2,0,6,9,6,0,14,20,6,2020,5,172,1,8
3,1,1,1,False,True,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,141.0,17,5,0,2,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,8
4,1,2,1,False,True,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,142.0,1,1,0,2,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,8
5,2,2,1,False,True,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,142.0,18,8,0,2,1,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,1,8
1,0,0,2,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,133.0,18,10,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
2,0,1,2,False,True,False,松井 裕樹,1,後藤 駿太,1,ストレート,143.0,20,8,0,2,1,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,9
3,1,1,2,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,135.0,18,10,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
4,1,2,2,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,129.0,21,10,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
5,2,2,2,False,True,False,松井 裕樹,1,後藤 駿太,1,フォーク,131.0,9,0,0,2,1,0,2,2,2,6,9,6,0,14,20,6,2020,5,172,1,9
6,3,2,2,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,130.0,13,9,0,2,1,0,2,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
7,3,2,2,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,133.0,16,10,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
1,0,0,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,ストレート,143.0,21,5,0,2,1,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,1
2,1,0,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,スライダー,132.0,15,7,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
3,1,1,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,スライダー,129.0,19,10,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
4,2,1,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,カーブ,118.0,21,9,0,2,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
5,3,1,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,スライダー,135.0,14,6,0,2,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,1
6,3,2,2,True,True,False,松井 裕樹,1,Ｔ－岡田,1,ストレート,139.0,17,9,0,2,1,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,1
1,0,0,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,140.0,10,5,0,2,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
2,0,1,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,140.0,19,4,0,2,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
3,1,1,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,144.0,21,5,0,2,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
4,2,1,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,140.0,15,4,0,2,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
5,2,2,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,140.0,10,4,0,2,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
6,2,2,2,True,True,True,松井 裕樹,1,ロドリゲス,0,スライダー,132.0,21,9,0,2,1,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,1,2
7,3,2,2,True,True,True,松井 裕樹,1,ロドリゲス,0,ストレート,144.0,12,6,0,2,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,2
1,0,0,0,False,False,False,田嶋 大樹,1,太田 光,0,シュート,136.0,2,3,0,3,0,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,8
2,1,0,0,False,False,False,田嶋 大樹,1,太田 光,0,ストレート,136.0,10,6,0,3,0,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,8
1,0,0,1,False,False,False,田嶋 大樹,1,辰己 涼介,1,カーブ,108.0,6,1,0,3,0,0,1,2,1,6,9,6,0,14,20,6,2020,5,172,1,9
2,1,0,1,False,False,False,田嶋 大樹,1,辰己 涼介,1,ストレート,142.0,9,3,0,3,0,0,2,2,0,6,9,6,0,14,20,6,2020,5,172,1,9
3,1,1,1,False,False,False,田嶋 大樹,1,辰己 涼介,1,ストレート,133.0,8,3,0,3,0,0,1,2,0,6,9,6,0,14,20,6,2020,5,172,1,9
4,1,2,1,False,False,False,田嶋 大樹,1,辰己 涼介,1,スライダー,121.0,21,8,0,3,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
5,2,2,1,False,False,False,田嶋 大樹,1,辰己 涼介,1,スライダー,115.0,7,5,0,3,0,0,1,1,1,6,9,6,0,14,20,6,2020,5,172,1,9
1,0,0,2,False,False,False,田嶋 大樹,1,茂木 栄五郎,1,スライダー,125.0,18,7,0,3,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
2,0,1,2,False,False,False,田嶋 大樹,1,茂木 栄五郎,1,ストレート,136.0,21,2,0,3,0,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,1
3,1,1,2,False,False,False,田嶋 大樹,1,茂木 栄五郎,1,ストレート,138.0,6,6,0,3,0,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,1
4,1,2,2,False,False,False,田嶋 大樹,1,茂木 栄五郎,1,ストレート,138.0,21,4,0,3,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,1
5,2,2,2,False,False,False,田嶋 大樹,1,茂木 栄五郎,1,スライダー,119.0,15,5,0,3,0,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,1
1,0,0,0,False,False,False,松井 裕樹,1,吉田 正尚,1,スライダー,125.0,21,5,0,3,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,3
2,1,0,0,False,False,False,松井 裕樹,1,吉田 正尚,1,スライダー,126.0,19,5,0,3,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,3
3,1,1,0,False,False,False,松井 裕樹,1,吉田 正尚,1,カーブ,115.0,13,4,0,3,1,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,1,3
4,1,2,0,False,False,False,松井 裕樹,1,吉田 正尚,1,フォーク,136.0,4,8,0,3,1,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,1,3
5,1,2,0,False,False,False,松井 裕樹,1,吉田 正尚,1,スライダー,130.0,16,5,0,3,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,3
6,1,2,0,False,False,False,松井 裕樹,1,吉田 正尚,1,ストレート,144.0,15,1,1,3,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,3
1,0,0,0,True,False,False,松井 裕樹,1,ジョーンズ,0,スライダー,130.0,15,10,0,3,1,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,1,4
2,0,1,0,True,False,False,松井 裕樹,1,ジョーンズ,0,ストレート,138.0,12,4,1,3,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,4
1,0,0,0,True,True,False,松井 裕樹,1,中川 圭太,0,スライダー,124.0,13,7,0,3,1,0,2,0,1,6,9,6,0,14,20,6,2020,5,172,1,5
2,0,1,0,True,True,False,松井 裕樹,1,中川 圭太,0,スライダー,131.0,9,8,0,3,1,0,2,0,1,6,9,6,0,14,20,6,2020,5,172,1,5
1,0,0,2,True,False,False,松井 裕樹,1,大城 滉二,0,チェンジアップ,127.0,8,7,0,3,1,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,1,6
2,0,1,2,True,False,False,松井 裕樹,1,大城 滉二,0,カーブ,115.0,14,6,0,3,1,0,1,1,1,6,9,6,0,14,20,6,2020,5,172,1,6
3,0,2,2,False,True,False,松井 裕樹,1,大城 滉二,0,ストレート,139.0,20,8,0,3,1,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,1,6
4,1,2,2,False,True,False,松井 裕樹,1,大城 滉二,0,チェンジアップ,130.0,3,10,0,3,1,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,1,6
5,2,2,2,False,True,False,松井 裕樹,1,大城 滉二,0,カーブ,118.0,7,5,0,3,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,6
6,2,2,2,False,True,False,松井 裕樹,1,大城 滉二,0,ストレート,142.0,12,5,0,3,1,0,2,1,0,6,9,6,0,14,20,6,2020,5,172,1,6
1,0,0,0,False,False,False,田嶋 大樹,1,ブラッシュ,0,チェンジアップ,127.0,11,5,1,4,0,0,2,1,2,6,9,6,0,14,20,6,2020,5,172,1,2
1,0,0,0,False,True,False,田嶋 大樹,1,島内 宏明,1,ストレート,136.0,14,2,1,4,0,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,3
1,0,0,0,True,False,False,田嶋 大樹,1,浅村 栄斗,0,ストレート,140.0,10,8,0,4,0,0,2,0,0,6,9,6,0,14,20,6,2020,5,172,1,4
2,0,1,0,True,False,False,田嶋 大樹,1,浅村 栄斗,0,ストレート,131.0,21,2,0,4,0,0,1,2,0,6,9,6,0,14,20,6,2020,5,172,1,4
3,1,1,0,True,False,False,田嶋 大樹,1,浅村 栄斗,0,ストレート,138.0,1,7,0,4,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,4
4,2,1,0,True,False,False,田嶋 大樹,1,浅村 栄斗,0,シュート,134.0,4,5,0,4,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,4
5,2,2,0,True,False,False,田嶋 大樹,1,浅村 栄斗,0,チェンジアップ,126.0,11,10,0,4,0,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,1,4
1,0,0,1,True,False,False,田嶋 大樹,1,鈴木 大地,1,ストレート,137.0,16,5,0,4,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,5
2,0,1,1,True,False,False,田嶋 大樹,1,鈴木 大地,1,スライダー,122.0,21,9,0,4,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,5
3,1,1,1,True,False,False,田嶋 大樹,1,鈴木 大地,1,スライダー,120.0,20,7,0,4,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,5
4,2,1,1,True,False,False,田嶋 大樹,1,鈴木 大地,1,ストレート,138.0,21,5,0,4,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,5
5,2,2,1,True,False,False,田嶋 大樹,1,鈴木 大地,1,スライダー,120.0,21,10,0,4,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,5
1,0,0,2,True,False,False,田嶋 大樹,1,ロメロ,0,チェンジアップ,126.0,7,10,0,4,0,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,1,6
2,1,0,2,True,False,False,田嶋 大樹,1,ロメロ,0,チェンジアップ,128.0,7,10,0,4,0,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,1,6
4,3,0,2,False,True,False,田嶋 大樹,1,ロメロ,0,ストレート,135.0,1,4,0,4,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,6
1,0,0,2,True,True,False,田嶋 大樹,1,銀次,1,スライダー,120.0,12,0,0,4,0,0,2,2,1,6,9,6,0,14,20,6,2020,5,172,1,7
2,1,0,2,True,True,False,田嶋 大樹,1,銀次,1,チェンジアップ,127.0,7,4,0,4,0,0,1,1,2,6,9,6,0,14,20,6,2020,5,172,1,7
3,1,1,2,True,True,False,田嶋 大樹,1,銀次,1,ストレート,138.0,16,5,0,4,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,7
4,1,2,2,True,True,False,田嶋 大樹,1,銀次,1,スライダー,122.0,11,5,0,4,0,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,1,7
1,0,0,0,False,False,False,松井 裕樹,1,若月 健矢,0,チェンジアップ,125.0,19,10,0,4,1,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,1,7
2,1,0,0,False,False,False,松井 裕樹,1,若月 健矢,0,ストレート,138.0,8,4,1,4,1,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,7
1,0,0,0,True,False,False,松井 裕樹,1,廣澤 伸哉,0,スライダー,129.0,8,3,0,4,1,0,3,2,1,6,9,6,0,14,20,6,2020,5,172,1,8
2,0,1,0,True,False,False,松井 裕樹,1,廣澤 伸哉,0,ストレート,138.0,7,3,0,4,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,8
1,0,0,1,False,True,False,松井 裕樹,1,後藤 駿太,1,カーブ,120.0,21,10,0,4,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
2,1,0,1,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,132.0,12,4,0,4,1,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,1,9
3,1,1,1,False,True,False,松井 裕樹,1,後藤 駿太,1,カーブ,118.0,13,4,0,4,1,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,1,9
4,1,2,1,False,True,False,松井 裕樹,1,後藤 駿太,1,ストレート,140.0,11,0,0,4,1,0,2,2,0,6,9,6,0,14,20,6,2020,5,172,1,9
5,2,2,1,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,133.0,11,10,0,4,1,0,2,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
6,3,2,1,False,True,False,松井 裕樹,1,後藤 駿太,1,ストレート,140.0,17,1,0,4,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,9
7,3,2,1,False,True,False,松井 裕樹,1,後藤 駿太,1,ストレート,144.0,17,3,0,4,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,9
8,3,2,1,False,True,False,松井 裕樹,1,後藤 駿太,1,スライダー,130.0,15,10,0,4,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,9
1,0,0,2,False,True,False,松井 裕樹,1,Ｔ－岡田,1,フォーク,128.0,1,0,0,4,1,0,1,2,2,6,9,6,0,14,20,6,2020,5,172,1,1
2,1,0,2,False,True,False,松井 裕樹,1,Ｔ－岡田,1,スライダー,135.0,16,10,0,4,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
3,2,0,2,False,True,False,松井 裕樹,1,Ｔ－岡田,1,カーブ,118.0,14,4,0,4,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,1
4,2,1,2,False,True,False,松井 裕樹,1,Ｔ－岡田,1,スライダー,130.0,21,10,0,4,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,1
5,2,2,2,False,True,False,松井 裕樹,1,Ｔ－岡田,1,ストレート,143.0,15,3,0,4,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,1
1,0,0,0,False,False,False,田嶋 大樹,1,太田 光,0,チェンジアップ,128.0,6,1,0,5,0,0,3,2,2,6,9,6,0,14,20,6,2020,5,172,1,8
2,1,0,0,False,False,False,田嶋 大樹,1,太田 光,0,シュート,133.0,9,9,0,5,0,0,2,0,0,6,9,6,0,14,20,6,2020,5,172,1,8
3,1,1,0,False,False,False,田嶋 大樹,1,太田 光,0,スライダー,123.0,21,10,0,5,0,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,1,8
4,2,1,0,False,False,False,田嶋 大樹,1,太田 光,0,シュート,134.0,1,9,0,5,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,8
5,3,1,0,False,False,False,田嶋 大樹,1,太田 光,0,シュート,139.0,2,6,0,5,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,1,8
1,0,0,0,True,False,False,田嶋 大樹,1,辰己 涼介,1,スライダー,119.0,15,2,0,5,0,0,3,2,1,6,9,6,0,14,20,6,2020,5,172,1,9
1,0,0,1,False,True,False,田嶋 大樹,1,茂木 栄五郎,1,スライダー,124.0,20,5,0,5,0,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,1,1
2,1,0,1,False,True,False,田嶋 大樹,1,茂木 栄五郎,1,シュート,136.0,6,2,0,5,0,0,1,2,0,6,9,6,0,14,20,6,2020,5,172,1,1
3,1,1,1,False,True,False,田嶋 大樹,1,茂木 栄五郎,1,チェンジアップ,129.0,11,6,0,5,0,0,2,1,2,6,9,6,0,14,20,6,2020,5,172,1,1
1,0,0,2,False,False,True,田嶋 大樹,1,ブラッシュ,0,ストレート,135.0,19,8,0,5,0,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,1,2
2,0,1,2,False,False,True,田嶋 大樹,1,ブラッシュ,0,ストレート,140.0,1,7,0,5,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,2
3,1,1,2,False,False,True,田嶋 大樹,1,ブラッシュ,0,チェンジアップ,129.0,13,10,0,5,0,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,1,2
4,2,1,2,False,False,True,田嶋 大樹,1,ブラッシュ,0,ストレート,143.0,1,2,0,5,0,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,1,2
5,3,1,2,False,False,True,田嶋 大樹,1,ブラッシュ,0,ストレート,138.0,1,10,0,5,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,1,2
1,0,0,2,True,False,True,田嶋 大樹,1,島内 宏明,1,スライダー,123.0,18,7,0,5,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,1,3
2,0,1,2,True,False,True,田嶋 大樹,1,島内 宏明,1,シュート,132.0,1,5,0,5,0,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,1,3
3,1,1,2,True,False,True,田嶋 大樹,1,島内 宏明,1,チェンジアップ,131.0,10,8,0,5,0,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,1,3
1,0,0,0,False,False,False,酒居 知史,0,ロドリゲス,0,フォーク,135.0,14,10,0,5,1,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,2,2
2,1,0,0,False,False,False,酒居 知史,0,ロドリゲス,0,ストレート,140.0,19,9,0,5,1,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,2,2
3,1,1,0,False,False,False,酒居 知史,0,ロドリゲス,0,ストレート,143.0,20,4,0,5,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,2,2
4,1,2,0,False,False,False,酒居 知史,0,ロドリゲス,0,フォーク,134.0,13,10,0,5,1,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,2,2
1,0,0,1,False,False,False,酒居 知史,0,吉田 正尚,1,カーブ,116.0,16,5,0,5,1,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,2,3
2,0,1,1,False,False,False,酒居 知史,0,吉田 正尚,1,ストレート,142.0,21,4,0,5,1,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,2,3
3,1,1,1,False,False,False,酒居 知史,0,吉田 正尚,1,フォーク,130.0,21,3,0,5,1,0,3,2,2,6,9,6,0,14,20,6,2020,5,172,2,3
4,2,1,1,False,False,False,酒居 知史,0,吉田 正尚,1,フォーク,134.0,15,10,0,5,1,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,2,3
5,2,2,1,False,False,False,酒居 知史,0,吉田 正尚,1,ストレート,139.0,21,0,0,5,1,0,3,2,0,6,9,6,0,14,20,6,2020,5,172,2,3
6,3,2,1,False,False,False,酒居 知史,0,吉田 正尚,1,フォーク,130.0,15,10,0,5,1,0,3,0,2,6,9,6,0,14,20,6,2020,5,172,2,3
1,0,0,1,True,False,False,酒居 知史,0,ジョーンズ,0,ストレート,141.0,18,5,1,5,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,2,4
1,0,0,1,False,True,True,酒居 知史,0,中川 圭太,0,ストレート,142.0,21,2,0,5,1,0,1,2,0,6,9,6,0,14,20,6,2020,5,172,2,5
2,1,0,1,False,True,True,酒居 知史,0,中川 圭太,0,フォーク,131.0,14,10,0,5,1,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,2,5
3,2,0,1,False,True,True,酒居 知史,0,中川 圭太,0,スライダー,136.0,1,10,0,5,1,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,2,5
4,3,0,1,False,True,True,酒居 知史,0,中川 圭太,0,ストレート,143.0,19,5,0,5,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,2,5
1,0,0,2,False,True,True,酒居 知史,0,大城 滉二,0,フォーク,135.0,15,5,0,5,1,0,1,1,2,6,9,6,0,14,20,6,2020,5,172,2,6
2,0,1,2,False,True,True,酒居 知史,0,大城 滉二,0,ストレート,139.0,21,4,0,5,1,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,2,6
1,0,0,0,False,False,False,山田 修義,1,浅村 栄斗,0,スライダー,130.0,21,3,0,6,0,0,1,2,1,6,9,6,0,14,20,6,2020,5,172,2,4
2,1,0,0,False,False,False,山田 修義,1,浅村 栄斗,0,ストレート,143.0,6,5,0,6,0,0,3,1,0,6,9,6,0,14,20,6,2020,5,172,2,4
1,0,0,1,False,False,False,山田 修義,1,鈴木 大地,1,スライダー,129.0,14,7,0,6,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,2,5
2,0,1,1,False,False,False,山田 修義,1,鈴木 大地,1,スライダー,130.0,21,4,0,6,0,0,3,1,1,6,9,6,0,14,20,6,2020,5,172,2,5
3,1,1,1,False,False,False,山田 修義,1,鈴木 大地,1,ストレート,144.0,3,8,0,6,0,0,1,0,0,6,9,6,0,14,20,6,2020,5,172,2,5
4,2,1,1,False,False,False,山田 修義,1,鈴木 大地,1,スライダー,129.0,21,10,0,6,0,0,3,0,1,6,9,6,0,14,20,6,2020,5,172,2,5
5,3,1,1,False,False,False,山田 修義,1,鈴木 大地,1,ストレート,144.0,21,10,0,6,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,2,5
1,0,0,1,True,False,False,山田 修義,1,ロメロ,0,チェンジアップ,138.0,21,10,0,6,0,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,2,6
2,1,0,1,True,False,False,山田 修義,1,ロメロ,0,チェンジアップ,137.0,15,10,0,6,0,0,1,0,2,6,9,6,0,14,20,6,2020,5,172,2,6
3,1,1,1,True,False,False,山田 修義,1,ロメロ,0,ストレート,140.0,16,4,0,6,0,0,1,1,0,6,9,6,0,14,20,6,2020,5,172,2,6
4,1,2,1,True,False,False,山田 修義,1,ロメロ,0,スライダー,127.0,14,7,0,6,0,0,1,0,1,6,9,6,0,14,20,6,2020,5,172,2,6
5,1,2,1,True,False,False,山田 修義,1,ロメロ,0,ストレート,138.0,9,8,0,6,0,0,2,0,0,6,9,6,0,14,20,6,2020,5,172,2,6
1,0,0,2,True,False,False,山田 修義,1,銀次,1,ストレート,139.0,21,10,0,6,0,0,3,0,0,6,9,6,0,14,20,6,2020,5,172,2,7
3,2,0,2,False,True,False,山田 修義,1,銀次,1,スライダー,127.0,11,4,0,6,0,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,2,7
1,0,0,0,False,False,False,宋 家豪,0,若月 健矢,0,スライダー,127.0,10,5,0,6,1,0,2,1,1,6,9,6,0,14,20,6,2020,5,172,3,7
2,0,1,0,False,False,False,宋 家豪,0,若月 健矢,0,チェンジアップ,130.0,16,2,0,6,1,0,1,2,2,6,9,6,0,14,20,6,2020,5,172,3,7
3,0,2,0,False,False,False,宋 家豪,0,若月 健矢,0,チェンジアップ,133.0,12,7,0,6,1,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,3,7
4,0,2,0,False,False,False,宋 家豪,0,若月 健矢,0,ストレート,149.0,11,0,0,6,1,0,2,2,0,6,9,6,0,14,20,6,2020,5,172,3,7
5,1,2,0,False,False,False,宋 家豪,0,若月 健矢,0,チェンジアップ,135.0,13,8,0,6,1,0,2,0,2,6,9,6,0,14,20,6,2020,5,172,3,7
