id,totalPitchingCount,B,S,O,b1,b2,b3,pitcher,pitcherHand,batter,batterHand,gameID,inning,pitchType,speed,ballPositionLabel,ballX,ballY,dir,dist,battingType,isOuts,y
685,2,1,0,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,3回表,スライダー,134km/h,ど真ん中,12,G,,,,,2
686,3,1,1,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,3回表,ストレート,150km/h,内角低め,4,H,,,,,1
687,4,1,2,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,3回表,フォーク,143km/h,外角低め,17,J,,0.0,,True,1
688,1,0,0,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,3回表,カットファストボール,141km/h,外角低め,1,K,,,,,0
689,2,1,0,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,3回表,ストレート,151km/h,内角高め,20,D,W,22.5,G,True,3
690,1,0,0,2,False,False,False,菅野 智之,R,西 勇輝,R,20202175,3回表,ストレート,147km/h,真ん中低め,11,H,C,115.6,F,False,7
691,1,0,0,2,False,False,False,菅野 智之,R,糸井 嘉男,L,20202175,3回表,スライダー,138km/h,内角中心,7,E,,,,,2
692,2,0,1,2,False,False,False,菅野 智之,R,糸井 嘉男,L,20202175,3回表,シュート,151km/h,外角高め,21,D,,,,,0
693,3,1,1,2,False,False,False,菅野 智之,R,糸井 嘉男,L,20202175,3回表,シュート,150km/h,外角中心,21,E,,,,,0
694,4,2,1,2,False,False,False,菅野 智之,R,糸井 嘉男,L,20202175,3回表,ストレート,150km/h,外角中心,17,F,L,41.3,G,True,3
695,1,0,0,0,False,False,False,西 勇輝,R,小林 誠司,R,20202175,3回裏,ストレート,141km/h,外角高め,1,A,,,,,0
696,2,1,0,0,False,False,False,西 勇輝,R,小林 誠司,R,20202175,3回裏,スライダー,128km/h,外角低め,8,H,,,,,1
697,3,1,1,0,False,False,False,西 勇輝,R,小林 誠司,R,20202175,3回裏,ストレート,143km/h,外角低め,3,I,,,,,0
698,4,2,1,0,False,False,False,西 勇輝,R,小林 誠司,R,20202175,3回裏,シュート,141km/h,外角低め,7,K,,,,,0
699,5,3,1,0,False,False,False,西 勇輝,R,小林 誠司,R,20202175,3回裏,ストレート,143km/h,内角中心,15,G,G,41.1,G,True,3
700,1,0,0,1,False,False,False,西 勇輝,R,菅野 智之,R,20202175,3回裏,ストレート,142km/h,真ん中低め,12,I,,,,,1
701,2,0,1,1,False,False,False,西 勇輝,R,菅野 智之,R,20202175,3回裏,スライダー,126km/h,外角低め,6,H,T,97.9,F,True,3
702,1,0,0,2,False,False,False,西 勇輝,R,吉川 尚輝,L,20202175,3回裏,シュート,145km/h,外角中心,20,F,,,,,1
703,2,0,1,2,False,False,False,西 勇輝,R,吉川 尚輝,L,20202175,3回裏,チェンジアップ,132km/h,真ん中高め,11,B,,,,,0
704,3,1,1,2,False,False,False,西 勇輝,R,吉川 尚輝,L,20202175,3回裏,シュート,143km/h,外角低め,18,I,,,,,2
705,4,1,2,2,False,False,False,西 勇輝,R,吉川 尚輝,L,20202175,3回裏,チェンジアップ,132km/h,外角低め,16,K,,0.0,,True,3
706,1,0,0,0,False,False,False,菅野 智之,R,近本 光司,L,20202175,4回表,シュート,151km/h,外角低め,21,K,,,,,0
707,2,1,0,0,False,False,False,菅野 智之,R,近本 光司,L,20202175,4回表,スライダー,130km/h,真ん中低め,9,K,,,,,0
708,3,2,0,0,False,False,False,菅野 智之,R,近本 光司,L,20202175,4回表,カットファストボール,139km/h,内角中心,6,F,,,,,1
709,4,2,1,0,False,False,False,菅野 智之,R,近本 光司,L,20202175,4回表,シュート,151km/h,外角低め,15,J,,,,,0
710,5,3,1,0,False,False,False,菅野 智之,R,近本 光司,L,20202175,4回表,ストレート,151km/h,外角中心,16,G,U,21.8,G,True,3
711,1,0,0,1,False,False,False,菅野 智之,R,マルテ,R,20202175,4回表,カットファストボール,141km/h,外角中心,2,F,,,,,0
712,2,1,0,1,False,False,False,菅野 智之,R,マルテ,R,20202175,4回表,シュート,149km/h,真ん中高め,13,B,L,62.1,L,False,4
713,1,0,0,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,ストレート,151km/h,内角低め,2,I,,,,,0
714,2,1,0,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,ストレート,151km/h,内角中心,8,E,,,,,2
715,3,1,1,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,シュート,148km/h,外角高め,21,C,,,,,0
716,4,2,1,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,スライダー,135km/h,内角中心,8,G,,,,,1
717,5,2,2,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,ストレート,148km/h,真ん中低め,9,J,,,,,0
718,6,3,2,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,スライダー,135km/h,内角高め,2,D,,,,,2
719,7,3,2,1,True,False,False,菅野 智之,R,ボーア,L,20202175,4回表,ストレート,151km/h,真ん中低め,11,I,,0.0,,True,1
720,1,0,0,2,True,False,False,菅野 智之,R,福留 孝介,L,20202175,4回表,ストレート,150km/h,外角低め,19,I,I,57.4,L,False,4
721,1,0,0,2,True,True,False,菅野 智之,R,糸原 健斗,L,20202175,4回表,スライダー,134km/h,外角中心,21,E,,,,,1
722,2,0,1,2,True,True,False,菅野 智之,R,糸原 健斗,L,20202175,4回表,フォーク,142km/h,内角低め,8,K,,,,,1
723,3,0,2,2,True,True,False,菅野 智之,R,糸原 健斗,L,20202175,4回表,ストレート,151km/h,外角高め,21,A,,,,,0
724,4,1,2,2,True,True,False,菅野 智之,R,糸原 健斗,L,20202175,4回表,ストレート,151km/h,外角中心,16,E,,,,,2
725,5,1,2,2,True,True,False,菅野 智之,R,糸原 健斗,L,20202175,4回表,フォーク,143km/h,外角低め,14,H,T,39.2,G,True,3
726,1,0,0,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,シュート,-,真ん中低め,12,H,,,,,2
727,2,0,1,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,シュート,142km/h,内角中心,15,F,,,,,2
728,3,0,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,ストレート,143km/h,外角高め,2,A,,,,,0
729,4,1,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,チェンジアップ,133km/h,外角低め,1,K,,,,,0
730,5,2,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,シュート,143km/h,内角中心,21,F,,,,,2
731,6,2,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,スライダー,136km/h,外角中心,1,F,,,,,2
732,7,2,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,シュート,143km/h,内角中心,17,G,,,,,2
733,8,2,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,カーブ,114km/h,外角低め,4,K,,,,,0
734,9,3,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,ストレート,146km/h,真ん中高め,9,D,,,,,2
735,10,3,2,0,False,False,False,西 勇輝,R,坂本 勇人,R,20202175,4回裏,シュート,146km/h,内角中心,18,F,E,30.8,G,True,3
736,1,0,0,1,False,False,False,西 勇輝,R,丸 佳浩,L,20202175,4回裏,チェンジアップ,132km/h,外角低め,14,J,,,,,1
737,2,0,1,1,False,False,False,西 勇輝,R,丸 佳浩,L,20202175,4回裏,カーブ,112km/h,外角低め,21,J,,,,,0
738,3,1,1,1,False,False,False,西 勇輝,R,丸 佳浩,L,20202175,4回裏,チェンジアップ,131km/h,真ん中低め,11,H,X,35.4,G,True,3
739,1,0,0,2,False,False,False,西 勇輝,R,岡本 和真,R,20202175,4回裏,チェンジアップ,130km/h,内角低め,18,K,,,,,0
740,2,1,0,2,False,False,False,西 勇輝,R,岡本 和真,R,20202175,4回裏,シュート,143km/h,内角低め,16,H,,,,,2
741,3,1,1,2,False,False,False,西 勇輝,R,岡本 和真,R,20202175,4回裏,シュート,144km/h,内角中心,21,F,,,,,0
742,4,2,1,2,False,False,False,西 勇輝,R,岡本 和真,R,20202175,4回裏,スライダー,129km/h,外角低め,1,J,,,,,0
743,5,3,1,2,False,False,False,西 勇輝,R,岡本 和真,R,20202175,4回裏,シュート,145km/h,内角高め,21,D,,0.0,,False,0
744,1,0,0,2,True,False,False,西 勇輝,R,亀井 善行,L,20202175,4回裏,スライダー,126km/h,外角高め,21,C,,,,,0
745,2,1,0,2,True,False,False,西 勇輝,R,亀井 善行,L,20202175,4回裏,シュート,140km/h,ど真ん中,11,G,X,93.1,F,False,5
746,1,0,0,2,False,True,True,西 勇輝,R,中島 宏之,R,20202175,4回裏,スライダー,136km/h,外角中心,4,G,,,,,1
747,2,0,1,2,False,True,True,西 勇輝,R,中島 宏之,R,20202175,4回裏,ストレート,144km/h,外角低め,1,H,,,,,0
748,3,1,1,2,False,True,True,西 勇輝,R,中島 宏之,R,20202175,4回裏,シュート,144km/h,内角中心,18,G,F,37.3,G,False,4
749,1,0,0,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,スライダー,134km/h,外角高め,21,C,,,,,0
750,2,1,0,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,チェンジアップ,134km/h,外角低め,15,H,,,,,1
751,3,1,1,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,スライダー,133km/h,外角中心,21,F,,,,,0
752,4,2,1,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,シュート,143km/h,外角低め,21,J,,,,,0
753,5,3,1,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,スライダー,136km/h,外角中心,21,F,,,,,1
754,6,3,2,2,True,False,True,西 勇輝,R,パーラ,L,20202175,4回裏,チェンジアップ,134km/h,内角低め,4,K,,0.0,,False,0
755,1,0,0,2,True,True,True,西 勇輝,R,小林 誠司,R,20202175,4回裏,スライダー,137km/h,外角低め,4,I,K,42.2,G,True,3
756,1,0,0,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,5回表,スライダー,133km/h,外角高め,21,A,,,,,0
757,2,1,0,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,5回表,スライダー,132km/h,ど真ん中,12,G,,,,,2
758,3,1,1,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,5回表,フォーク,141km/h,外角低め,15,H,,,,,1
759,4,1,2,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,5回表,ストレート,149km/h,外角中心,21,E,,,,,0
760,5,2,2,0,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,5回表,フォーク,142km/h,内角低め,8,J,,0.0,,True,1
761,1,0,0,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,5回表,カットファストボール,142km/h,ど真ん中,9,E,,,,,1
762,2,0,1,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,5回表,ストレート,150km/h,内角高め,16,B,,,,,0
763,3,1,1,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,5回表,ストレート,151km/h,外角低め,3,H,,,,,0
764,4,2,1,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,5回表,スライダー,136km/h,外角低め,8,J,,,,,1
765,5,2,2,1,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,5回表,ストレート,150km/h,外角高め,7,D,U,106.1,F,False,5
766,1,0,0,1,False,True,False,菅野 智之,R,西 勇輝,R,20202175,5回表,シュート,150km/h,ど真ん中,12,F,,,,,2
767,2,0,1,1,False,True,False,菅野 智之,R,西 勇輝,R,20202175,5回表,スライダー,137km/h,外角低め,1,K,,,,,0
768,3,1,1,1,False,True,False,菅野 智之,R,西 勇輝,R,20202175,5回表,スライダー,138km/h,真ん中高め,10,A,,,,,0
769,4,2,1,1,False,True,False,菅野 智之,R,西 勇輝,R,20202175,5回表,カットファストボール,140km/h,外角低め,8,H,K,68.2,L,False,5
770,1,0,0,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,フォーク,143km/h,外角低め,21,K,,,,,0
771,2,1,0,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,ストレート,150km/h,内角高め,4,A,,,,,0
772,3,2,0,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,スライダー,137km/h,内角高め,4,D,,,,,2
773,4,2,1,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,シュート,152km/h,外角低め,19,H,,,,,2
774,5,2,2,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,フォーク,142km/h,外角中心,19,G,,,,,2
775,6,2,2,1,False,True,False,菅野 智之,R,糸井 嘉男,L,20202175,5回表,フォーク,141km/h,内角低め,7,K,C,82.7,F,True,3
776,1,0,0,2,False,True,False,菅野 智之,R,近本 光司,L,20202175,5回表,ストレート,148km/h,内角低め,5,H,,,,,1
777,2,0,1,2,False,True,False,菅野 智之,R,近本 光司,L,20202175,5回表,ストレート,148km/h,外角高め,15,B,,,,,2
778,3,0,2,2,False,True,False,菅野 智之,R,近本 光司,L,20202175,5回表,フォーク,141km/h,外角低め,20,H,L,40.6,G,True,3
779,1,0,0,0,False,False,False,西 勇輝,R,菅野 智之,R,20202175,5回裏,スライダー,128km/h,外角中心,4,F,,,,,1
780,2,0,1,0,False,False,False,西 勇輝,R,菅野 智之,R,20202175,5回裏,チェンジアップ,130km/h,真ん中低め,9,K,,,,,1
781,3,0,2,0,False,False,False,西 勇輝,R,菅野 智之,R,20202175,5回裏,ストレート,140km/h,外角中心,1,G,,,,,0
782,4,1,2,0,False,False,False,西 勇輝,R,菅野 智之,R,20202175,5回裏,ストレート,145km/h,外角中心,4,G,X,73.5,L,False,4
783,1,0,0,0,True,False,False,西 勇輝,R,吉川 尚輝,L,20202175,5回裏,スライダー,136km/h,真ん中低め,12,J,,,,,1
784,2,0,1,0,True,False,False,西 勇輝,R,吉川 尚輝,L,20202175,5回裏,チェンジアップ,130km/h,外角高め,21,A,,,,,0
785,3,1,1,0,True,False,False,西 勇輝,R,吉川 尚輝,L,20202175,5回裏,スライダー,131km/h,真ん中高め,13,C,,,,,1
786,4,1,2,0,True,False,False,西 勇輝,R,吉川 尚輝,L,20202175,5回裏,スライダー,134km/h,外角中心,19,F,S,16.9,G,True,3
787,1,0,0,1,True,False,False,西 勇輝,R,坂本 勇人,R,20202175,5回裏,ストレート,141km/h,真ん中高め,12,C,,,,,2
788,2,0,1,1,True,False,False,西 勇輝,R,坂本 勇人,R,20202175,5回裏,スライダー,134km/h,外角中心,1,G,,,,,0
789,3,1,1,1,True,False,False,西 勇輝,R,坂本 勇人,R,20202175,5回裏,スライダー,131km/h,外角低め,2,K,,,,,1
790,4,1,2,1,True,False,False,西 勇輝,R,坂本 勇人,R,20202175,5回裏,シュート,142km/h,内角高め,20,C,P,72.8,F,True,3
791,1,0,0,2,True,False,False,西 勇輝,R,丸 佳浩,L,20202175,5回裏,スライダー,135km/h,外角低め,19,H,,,,,1
792,2,0,1,2,True,False,False,西 勇輝,R,丸 佳浩,L,20202175,5回裏,シュート,140km/h,外角低め,21,I,,,,,0
793,3,1,1,2,True,False,False,西 勇輝,R,丸 佳浩,L,20202175,5回裏,シュート,-,外角中心,20,G,,,,,1
794,4,1,2,2,True,False,False,西 勇輝,R,丸 佳浩,L,20202175,5回裏,チェンジアップ,133km/h,外角中心,20,F,,,,,2
795,5,1,2,2,True,False,False,西 勇輝,R,丸 佳浩,L,20202175,5回裏,チェンジアップ,132km/h,真ん中低め,12,J,,0.0,,True,1
796,1,0,0,0,False,False,False,菅野 智之,R,マルテ,R,20202175,6回表,カットファストボール,142km/h,外角低め,5,J,,,,,1
797,2,0,1,0,False,False,False,菅野 智之,R,マルテ,R,20202175,6回表,シュート,150km/h,内角中心,16,E,M,17.8,G,False,4
798,1,0,0,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,シュート,149km/h,外角低め,21,H,,,,,0
799,2,1,0,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,シュート,147km/h,外角高め,17,C,,,,,1
800,3,1,1,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,ストレート,150km/h,外角中心,17,E,,,,,1
801,4,1,2,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,ストレート,150km/h,内角高め,8,B,,,,,2
802,5,1,2,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,フォーク,141km/h,真ん中低め,10,K,,,,,2
803,6,1,2,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,ストレート,152km/h,外角中心,21,F,,,,,0
804,7,2,2,0,True,False,False,菅野 智之,R,ボーア,L,20202175,6回表,スライダー,136km/h,内角低め,4,H,G,39.7,P,True,3
805,1,0,0,1,True,False,False,菅野 智之,R,福留 孝介,L,20202175,6回表,フォーク,143km/h,真ん中低め,9,K,,,,,0
806,2,1,0,1,True,False,False,菅野 智之,R,福留 孝介,L,20202175,6回表,ストレート,150km/h,外角中心,16,F,L,43.1,G,True,3
807,1,0,0,0,False,False,False,西 勇輝,R,岡本 和真,R,20202175,6回裏,シュート,141km/h,真ん中低め,10,H,,,,,2
808,2,0,1,0,False,False,False,西 勇輝,R,岡本 和真,R,20202175,6回裏,シュート,139km/h,真ん中低め,13,H,E,36.2,L,True,3
809,1,0,0,1,False,False,False,西 勇輝,R,亀井 善行,L,20202175,6回裏,スライダー,127km/h,外角中心,21,F,,,,,1
810,2,0,1,1,False,False,False,西 勇輝,R,亀井 善行,L,20202175,6回裏,スライダー,130km/h,内角高め,3,C,W,49.2,P,True,3
811,1,0,0,2,False,False,False,西 勇輝,R,中島 宏之,R,20202175,6回裏,スライダー,130km/h,外角低め,3,H,,,,,1
812,2,0,1,2,False,False,False,西 勇輝,R,中島 宏之,R,20202175,6回裏,カーブ,111km/h,ど真ん中,11,F,,,,,1
813,3,0,2,2,False,False,False,西 勇輝,R,中島 宏之,R,20202175,6回裏,チェンジアップ,131km/h,外角低め,5,K,,,,,0
814,4,1,2,2,False,False,False,西 勇輝,R,中島 宏之,R,20202175,6回裏,チェンジアップ,134km/h,外角低め,4,I,,,,,2
815,5,1,2,2,False,False,False,西 勇輝,R,中島 宏之,R,20202175,6回裏,スライダー,122km/h,ど真ん中,9,G,G,37.9,G,False,4
816,1,0,0,2,True,False,False,西 勇輝,R,パーラ,L,20202175,6回裏,シュート,141km/h,外角低め,21,I,,,,,0
817,2,1,0,2,True,False,False,西 勇輝,R,パーラ,L,20202175,6回裏,スライダー,133km/h,外角高め,20,D,,,,,0
818,3,2,0,2,True,False,False,西 勇輝,R,パーラ,L,20202175,6回裏,スライダー,132km/h,真ん中低め,11,J,,,,,1
819,4,2,1,2,True,False,False,西 勇輝,R,パーラ,L,20202175,6回裏,スライダー,134km/h,外角中心,14,E,,,,,2
820,5,2,2,2,True,False,False,西 勇輝,R,パーラ,L,20202175,6回裏,チェンジアップ,133km/h,真ん中低め,12,J,,0.0,,True,1
821,1,0,0,0,False,False,False,菅野 智之,R,糸原 健斗,L,20202175,7回表,シュート,-,外角高め,20,D,,,,,1
822,2,0,1,0,False,False,False,菅野 智之,R,糸原 健斗,L,20202175,7回表,フォーク,-,外角高め,15,C,,,,,1
823,3,0,2,0,False,False,False,菅野 智之,R,糸原 健斗,L,20202175,7回表,フォーク,142km/h,真ん中低め,12,K,,0.0,,True,3
824,1,0,0,1,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,7回表,スライダー,135km/h,外角中心,15,G,,,,,2
825,2,0,1,1,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,7回表,スライダー,135km/h,外角中心,21,G,,,,,0
826,3,1,1,1,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,7回表,スライダー,134km/h,外角高め,15,D,,,,,1
827,4,1,2,1,False,False,False,菅野 智之,R,木浪 聖也,L,20202175,7回表,フォーク,143km/h,外角低め,14,H,T,39.5,G,True,3
828,1,0,0,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,ストレート,151km/h,ど真ん中,11,F,,,,,1
829,2,0,1,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,フォーク,145km/h,外角低め,2,J,,,,,1
830,3,0,2,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,ストレート,151km/h,外角中心,1,F,,,,,0
831,4,1,2,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,フォーク,144km/h,外角低め,8,K,,,,,0
832,5,2,2,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,フォーク,144km/h,真ん中低め,10,K,,,,,2
833,6,2,2,2,False,False,False,菅野 智之,R,梅野 隆太郎,R,20202175,7回表,スライダー,136km/h,外角中心,1,E,,0.0,,True,1
834,1,0,0,0,False,False,False,岩崎 優,L,石川 慎吾,R,20202175,7回裏,ストレート,143km/h,外角高め,6,D,,,,,1
835,2,0,1,0,False,False,False,岩崎 優,L,石川 慎吾,R,20202175,7回裏,チェンジアップ,131km/h,真ん中低め,11,K,,,,,0
836,3,1,1,0,False,False,False,岩崎 優,L,石川 慎吾,R,20202175,7回裏,チェンジアップ,131km/h,外角低め,8,K,,,,,0
837,4,2,1,0,False,False,False,岩崎 優,L,石川 慎吾,R,20202175,7回裏,ストレート,143km/h,ど真ん中,11,E,,,,,2
838,5,2,2,0,False,False,False,岩崎 優,L,石川 慎吾,R,20202175,7回裏,ストレート,141km/h,外角高め,4,C,U,37.7,G,False,4
839,1,0,0,0,True,False,False,岩崎 優,L,湯浅 大,R,20202175,7回裏,ストレート,139km/h,真ん中低め,13,H,,,,,1
840,2,0,1,0,True,False,False,岩崎 優,L,湯浅 大,R,20202175,7回裏,ストレート,138km/h,真ん中高め,12,B,M,8.3,B,True,3
841,1,0,0,1,False,True,False,岩崎 優,L,吉川 尚輝,L,20202175,7回裏,ストレート,140km/h,内角高め,6,C,,,,,0
842,2,1,0,1,False,True,False,岩崎 優,L,吉川 尚輝,L,20202175,7回裏,スライダー,124km/h,内角中心,1,E,,,,,0
843,3,2,0,1,False,True,False,岩崎 優,L,吉川 尚輝,L,20202175,7回裏,ストレート,141km/h,ど真ん中,10,F,,,,,2
844,4,2,1,1,False,True,False,岩崎 優,L,吉川 尚輝,L,20202175,7回裏,ストレート,138km/h,内角中心,3,F,T,121.6,F,False,7
845,1,0,0,1,False,False,False,岩崎 優,L,坂本 勇人,R,20202175,7回裏,ストレート,145km/h,内角高め,20,B,,,,,0
846,2,1,0,1,False,False,False,岩崎 優,L,坂本 勇人,R,20202175,7回裏,ストレート,141km/h,外角高め,4,D,,,,,1
847,3,1,1,1,False,False,False,岩崎 優,L,坂本 勇人,R,20202175,7回裏,チェンジアップ,131km/h,真ん中低め,11,H,F,47.7,L,False,4
848,1,0,0,1,True,False,False,岩崎 優,L,丸 佳浩,L,20202175,7回裏,スライダー,125km/h,外角高め,19,D,,,,,1
849,2,0,1,1,True,False,False,岩崎 優,L,丸 佳浩,L,20202175,7回裏,スライダー,126km/h,内角中心,7,E,,,,,2
850,3,0,2,1,True,False,False,岩崎 優,L,丸 佳浩,L,20202175,7回裏,スライダー,-,内角高め,1,A,,,,,0
851,4,1,2,1,False,True,False,岩崎 優,L,丸 佳浩,L,20202175,7回裏,スライダー,132km/h,外角中心,14,F,,,,,2
852,5,1,2,1,False,True,False,岩崎 優,L,丸 佳浩,L,20202175,7回裏,スライダー,123km/h,外角低め,21,K,,0.0,,True,1
853,1,0,0,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,スライダー,-,内角高め,2,B,,,,,0
854,2,1,0,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,スライダー,-,外角低め,21,K,,,,,1
855,3,1,1,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,ストレート,140km/h,真ん中高め,9,A,,,,,2
856,4,1,2,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,スライダー,126km/h,外角中心,21,F,,,,,2
857,5,1,2,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,ストレート,141km/h,内角低め,1,I,,,,,0
858,6,2,2,2,True,True,False,岩崎 優,L,亀井 善行,L,20202175,7回裏,スライダー,125km/h,外角高め,15,D,P,43.6,G,True,3
859,1,0,0,0,False,False,False,中川 皓太,L,上本 博紀,R,20202175,8回表,ストレート,146km/h,真ん中低め,10,J,,,,,1
860,2,0,1,0,False,False,False,中川 皓太,L,上本 博紀,R,20202175,8回表,シュート,144km/h,外角中心,1,F,,,,,1
861,3,0,2,0,False,False,False,中川 皓太,L,上本 博紀,R,20202175,8回表,シュート,145km/h,外角低め,2,I,K,43.8,L,True,3
862,1,0,0,1,False,False,False,中川 皓太,L,糸井 嘉男,L,20202175,8回表,スライダー,131km/h,外角低め,21,K,,,,,0
863,2,1,0,1,False,False,False,中川 皓太,L,糸井 嘉男,L,20202175,8回表,ストレート,146km/h,真ん中低め,12,H,,,,,1
864,3,1,1,1,False,False,False,中川 皓太,L,糸井 嘉男,L,20202175,8回表,ストレート,146km/h,内角高め,5,D,,,,,2
865,4,1,2,1,False,False,False,中川 皓太,L,糸井 嘉男,L,20202175,8回表,ストレート,147km/h,外角低め,17,I,I,41.1,G,True,3
866,1,0,0,2,False,False,False,中川 皓太,L,近本 光司,L,20202175,8回表,ストレート,146km/h,外角低め,18,J,,,,,0
867,2,1,0,2,False,False,False,中川 皓太,L,近本 光司,L,20202175,8回表,スライダー,129km/h,ど真ん中,11,E,Q,108.6,F,True,3
868,1,0,0,0,False,False,False,エドワーズ,R,中島 宏之,R,20202175,8回裏,ストレート,-,内角高め,18,A,,,,,1
869,2,0,1,0,False,False,False,エドワーズ,R,中島 宏之,R,20202175,8回裏,ストレート,152km/h,ど真ん中,11,E,,,,,2
870,3,0,2,0,False,False,False,エドワーズ,R,中島 宏之,R,20202175,8回裏,スライダー,140km/h,外角低め,6,K,H,36.4,G,True,3
871,1,0,0,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,ストレート,153km/h,内角中心,4,F,,,,,2
872,2,0,1,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,カーブ,126km/h,真ん中低め,13,J,,,,,0
873,3,1,1,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,スライダー,135km/h,外角中心,19,E,,,,,1
874,4,1,2,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,ストレート,153km/h,内角高め,7,C,,,,,2
875,5,1,2,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,ストレート,152km/h,内角低め,3,J,,,,,2
876,6,1,2,1,False,False,False,エドワーズ,R,パーラ,L,20202175,8回裏,スライダー,135km/h,外角中心,19,G,O,42.0,G,False,4
877,1,0,0,1,True,False,False,エドワーズ,R,重信 慎之介,L,20202175,8回裏,ストレート,-,外角低め,14,H,,,,,1
878,2,0,1,1,True,False,False,エドワーズ,R,重信 慎之介,L,20202175,8回裏,ストレート,148km/h,内角高め,7,B,Q,40.6,L,True,3
879,1,0,0,2,True,False,False,エドワーズ,R,炭谷 銀仁朗,R,20202175,8回裏,ストレート,151km/h,外角高め,1,C,,,,,0
880,2,1,0,2,True,False,False,エドワーズ,R,炭谷 銀仁朗,R,20202175,8回裏,ストレート,149km/h,真ん中高め,9,B,,,,,2
881,3,1,1,2,True,False,False,エドワーズ,R,炭谷 銀仁朗,R,20202175,8回裏,スライダー,135km/h,外角低め,8,K,Q,43.0,L,True,3
882,1,0,0,0,False,False,False,デラロサ,R,マルテ,R,20202175,9回表,ストレート,155km/h,外角高め,3,A,,,,,0
